Lemma,Galtung Criteria,Classes
"['un', 'blacklist', 'saudiled', 'alliance', 'killing', 'maiming', '683', 'yemeni', 'child', '2016']",3,0
"['britain', 'foreign', 'policy', 'intervention', 'war', 'abroad', 'fuelled', 'threat', 'terrorism', 'home', 'say', 'uk', 'opposition', 'leader']",3,0
"['saudi', 'player', 'continued', 'warm', 'move', 'around', 'pitch', 'minute', 'silence', 'remember', 'victim', 'london', 'terror', 'attack']",3,0
"['breaking', 'news', 'four', 'time', 'many', 'american', '59', 'sympathize', 'israeli', 'compared', 'sympathize', 'palestinian', '13', 'ongoing', 'conflict', 'middle', 'east', 'according', 'new', 'cnnorc', 'international', 'poll', 'released', 'today']",3,0
"['criticising', 'country', 'racist']",3,0
"['cowardice', 'word', 'sufficesajopinion', 'andrew', 'mitrovica']",3,0
"['opinion', 'robert', 'lovelace', 'still', 'haunted', 'palestinian', 'refugee', 'grainy', 'newsreel', 'saw', 'boy', 'surprising', 'former', 'ardoch', 'algonquin', 'first', 'nation', 'chief', 'footage', 'conjured', 'image', 'canadian', 'history', 'darkest', 'chapter', 'indigenous', 'people', 'driven', 'land', 'onto', 'reserve', 'antonia', 'zerbisias', 'awardwinning', 'canadian', 'journalist', 'reporter', 'tv', 'host', 'toronto', 'star', 'cbc', 'writes', 'al', 'jazeera']",3,0
"['dramatic', 'scene', 'least', 'five', 'refugee', 'die', 'hundred', 'rescued', 'capsizing', 'boat', 'libyan', 'coast']",3,0
"['explosion', 'ripped', 'shia', 'mosque', 'yemen', 'rebelheld', 'capital', 'sanaa', 'prayer', 'muslim', 'holiday', 'eid', 'aladha', 'witness', 'said']",3,0
"['yemen', 'human', 'right', 'minister', 'want', 'child', 'marriage', 'outlawed', '8yearold', 'girl', 'reportedly', 'died', 'internal', 'injury', 'suffered', 'wedding', 'night']",3,0
"['every', 'time', 'im', 'talking', 'mom', 'give', 'phone', 'baby', 'brother', 'doesnt', 'know', 'say', '9yearold', 'ahmed', 'fighting', 'tear', 'dad', 'escaped', 'wartorn', 'yemen', 'american', 'citizen', 'brought', 'ahmed', 'u', 'fear', 'rest', 'family', 'never', 'reunited', 'america']",3,0
"['havent', 'seen', 'rainfall', 'like', '20', 'year']",3,0
"['say', 'dont', 'go', 'albab', 'obliged', 'go', 'prepare', 'region', 'cleansed', 'terror']",3,0
"['shamima', 'begum', 'amira', 'abase', 'ran', 'away', 'uk', 'schoolgirl', 'join', 'islamic', 'state', 'group', 'syria', 'shamima', 'want', 'return', 'amiraâ', 'father', 'say', 'government', 'bring', 'home', 'read']",3,0
"['joined', 'caliphate', 'speak', 'wife', 'fighter', 'escaped', 'raqqa', 'syria']",3,0
"['u', 'arm', 'export', 'rebel', 'fighter', 'syria', 'end', 'hand', 'isil', 'via', 'people', 'power']",3,0
"['turk', 'going', 'unhappy']",3,0
"['war', 'syria', 'taking', 'place', 'seven', 'year', 'watch', 'visual', 'explainer', 'fighting']",3,0
"['ideology', 'much', 'alive', 'question', 'whether', 'socalled', 'islamic', 'state', 'group', 'actually', 'defeated', 'video', 'try', 'explain', 'complexity', 'surrounding', 'fight', 'oust', 'iraq', 'syria']",3,0
"['civilian', 'army', 'opposition', 'force', 'market', 'heart', 'douma', 'supply', 'everyone', 'lot', 'farmer', 'come', 'every', 'morning', 'sell', 'item', 'market', 'intentionally', 'targeted']",3,0
"['close', 'direct', 'conflict', 'russian', 'force', 'american', 'force']",3,0
"['trilateral', 'summit', 'focus', 'ensuring', 'required', 'condition', 'voluntary', 'return', 'refugee', 'turkish', 'presidency', 'say']",3,0
"['always', 'asks', 'sleep', 'cold', 'dont', 'know', 'say', 'im', 'trying', 'make', 'better', 'future', 'better', 'u', 'syria', 'hungarian', 'border', 'town', 'roszke', 'al', 'jazeeras', 'mohammed', 'jamjoom', 'hears', 'story', 'refugee', 'say', 'journey', 'fraught', 'danger', 'lined', 'waiting', 'loaded', 'onto', 'bus', 'take', 'refugee', 'camp', 'mile', 'away', 'follow', 'mohammed', 'jamjoom', 'twitter', 'update']",3,0
"['happens', 'aleppo', 'doesnt', 'stay', 'aleppo', 'region', 'already', 'integrated', 'badly', 'reverberation', 'syria', 'felt', 'lebanon', 'iraq', 'siege', 'suffering', 'gaza', 'spill', 'israel', 'egypt', 'lack', 'strong', 'egypt', 'affect', 'regional', 'geopolitics', 'iran', 'overstretch', 'image', 'arab', 'satellite', 'tv', 'affect', 'mind', 'rabat', 'baghdad']",3,0
"['covering', 'side', 'story', 'one', 'thing', 'acquiescing', 'narrative', 'three', 'state', 'wreaking', 'havoc', 'civilian', 'across', 'syria', 'another', 'malak', 'chabkoun']",3,0
"['completely', 'question', 'give', 'city', 'aleppo', 'russian', 'wont', 'surrender']",3,0
"['longterm', 'implication', 'assassination', 'death', 'diplomat', 'affect', 'war', 'syria']",3,0
"['uk', 'plane', 'deployed', 'quickly', 'mp', 'back', 'air', 'strike', 'syria', 'full', 'story', 'bbcin1pwynfw', 'live', 'update', 'bbcin1hgu50x']",3,0
"['u', 'sent', 'armoured', 'vehicle', 'antiis', 'fighter', 'syria', 'first', 'time', 'want', 'tank']",3,0
"['government', 'force', 'make', 'gain', 'northwestern', 'syria', 'un', 'warns', 'horrifying', 'crisis', 'amid', 'indiscriminate', 'violence']",3,0
"['irrefutable', 'information', 'document', 'source', 'within', 'terrorist', 'organisation', 'albaghdadi', 'still', 'alive', 'hiding', '']",3,0
"['side', 'conflict', 'feel', 'accountable', 'come', 'committing', 'atrocity']",3,0
"['decade', 'secrecy', 'israel', 'confirmed', 'conducted', '2007', 'military', 'strike', 'believed', 'syrian', 'nuclear', 'reactor']",3,0
"['detail', 'man', 'fighting', 'syria', 'became', 'garbled']",3,0
"['syria', 'couldnt', 'go', 'play', 'war', 'amman', 'enjoy', 'time', 'stay', 'late', 'make', 'new', 'friend', 'skate', 'park', '']",3,0
"['turkey', 'seems', 'four', 'goal', 'mind', 'carrying', 'operation', 'galip', 'dalay', 'al', 'jazeera', 'center', 'study']",3,0
"['syrian', 'president', 'bashar', 'alassad', 'survived', 'nearly', 'seven', 'year', 'war', 'likely', 'remain', 'charge', 'foreseeable', 'future', 'opponent', 'come', 'term']",3,0
"['blatant', 'violation', 'international', 'law']",3,0
"['syrian', 'government', 'responded', 'call', 'duty', 'sent', 'military', 'unit', 'day', '']",3,0
"['u', 'reportedly', 'dropped', 'weapon', 'rebel', 'fighter', 'syria', 'un', 'security', 'council', 'considers', 'dropping', 'food', 'medicine', 'air', 'civilian']",3,0
"['whats', 'russia', 'next', 'move', 'syria']",3,0
"['turkey', 'detains', 'people', 'including', 'three', 'suspected', 'isil', 'fighter', 'crossing', 'border', 'syria']",3,0
"['pot', 'dealer', 'overdrive', 'lebanon', 'al', 'jazeeras', 'imtiaz', 'tyab', 'report']",3,0
"['authority', 'syria', 'say', 'forced', 'cut', 'water', 'supply', 'capital', 'rebel', 'reportedly', 'contaminated', 'drinking', 'water', 'diesel']",3,0
"['closest', 'isil', 'ever', 'heart', 'damascus']",3,0
"['building', 'full', 'family']",3,0
"['shahin', 'najib', 'al', 'ali', 'justice', 'council', 'member', 'syrian', 'city', 'kobane', 'said', 'civilian', 'travelling', 'tent', 'set', 'along', 'border', 'act', 'human', 'shield', 'turkey', 'force']",3,0
"['doctor', 'syria']",3,0
"['turkey', 'defend', 'territorial', 'integrity', 'clear']",3,0
"['turkish', 'president', 'say', 'could', 'implement', 'plan', 'within', 'week', 'remove', 'kurdish', 'ypg', 'force', 'syrian', 'border']",3,0
"['diplomacy', 'failed', 'people', 'aleppo']",3,0
"['unique', 'story', 'ayachis', 'frenchsyrian', 'muslim', 'family', 'trade', 'peaceful', 'life', 'europe', 'revolution', 'syria', 'via', 'witness', 'al', 'jazeera']",3,0
"['come', 'syria', 'beautiful', 'country', 'family', 'going', 'home', 'tourist', 'among', 'thousand', 'queuing', 'cross', 'syria']",3,0
"['fighter', 'syria', 'alqaeda', 'affiliate', 'ally', 'overrun', 'last', 'major', 'governmentheld', 'city', 'northwestern', 'province', 'idlib', 'according', 'monitoring', 'group']",3,0
"['dont', 'think', 'turkey', 'offensive', 'intention', 'capability', 'militarily', 'intervene', 'idlib', 'conundrum']",3,0
"['remarkable', 'film', 'danish', 'filmmaker', 'nagieb', 'khaja', 'find', 'young', 'foreign', 'muslim', 'drawn', 'conflict', 'syria', 'watch', '']",3,0
"['islamic', 'state', 'iraq', 'levant', 'isil', 'group', 'seized', 'territory', 'syrian', 'rebel', 'aleppo', 'province', 'near', 'border', 'turkey', 'advance', 'armed', 'group', 'tuesday', 'threatens', 'cut', 'supply', 'line', 'used', 'syrian', 'rebel', 'faction', 'fighting', 'isil', 'syrian', 'government']",3,0
"['hour', 'ypg', 'said', 'withdrawn', 'east', 'euphrates', 'turkish', 'state', 'medium', 'reported', 'turkish', 'artillery', 'shelled', 'ypg', 'fighter', 'south', 'jarablus']",3,0
"['abu', 'yazeed', 'spokesman', 'ahrar', 'alsham', 'one', 'syria', 'powerful', 'antigovernment', 'group', 'also', 'part', 'fattah', 'army', 'coalition', 'told', 'al', 'jazeera', 'saturday', 'fighter', 'hold', 'control', '99', 'percent', 'idlib']",3,0
"['donor', 'pledge', 'billion', 'dollar', 'aid', 'conference', 'london', 'bbcs', 'caroline', 'hawley', 'reflects', 'number', 'surrounding', 'syria', 'conflict']",3,0
"['official', 'said', 'turkish', 'authority', 'hope', 'gather', 'trove', 'intelligence', 'inner', 'working', 'isil', 'following', 'arrest', 'baghdadiâ', 'sister', 'relative']",3,0
"['breaking', 'syria', 'raqqa', 'captured', 'isil', 'whats', 'next']",3,0
"['â', 'œisis', 'still', 'real', 'threat', 'real', 'concern', 'weâ', 'hearing', 'ground', 'u', 'troop', 'withdraw', 'power', 'vacuum', 'created', 'give', 'strengthâ', 'cnns', 'clarissa', 'ward', 'report', 'northern', 'syria']",3,0
"['mobile', 'clinic', 'northwestern', 'syria', 'providing', 'free', 'medical', 'care', 'people', 'displaced', 'intense', 'russianbacked', 'regime', 'offensive']",3,0
"['war', 'terrorism', 'ended', 'isil', 'defeated', 'kurdishled', 'syrian', 'democratic', 'force', 'sdf']",3,0
"['thought', 'dead', 'left']",3,0
"['mouawiya', 'syasneh', '14', 'sprayed', 'antigovernment', 'slogan', 'school', 'wall', 'deraa', 'syria']",3,0
"['people', 'dont', 'know', 'anything', 'future']",3,0
"['euphrates', 'shield', 'considered', 'first', 'turkish', 'ground', 'intervention', 'syria', 'since', '2011']",3,0
"['air', 'defence', 'intercept', 'missile', 'fired', 'western', 'damascus', 'direction', 'occupied', 'golan', 'height', 'state', 'medium', 'report']",3,0
"['pyongyang', 'assisted', 'syria', 'developing', 'nuclear', 'weapon', 'programme', 'provided', 'myanmar', 'army', 'ballistic', 'missile', 'say', 'un', 'report']",3,0
"['expert', 'whove', 'dealt', 'gas', 'say', 'symptom', 'seem', 'indicate', 'sarin', 'involved']",3,0
"['syria', 'deserves', 'better', 'assad', 'better', 'terrorism', 'â', 'ajopinion']",3,0
"['adding', 'armoured', 'reinforcement', 'oilproducing', 'area', 'syria', 'could', 'mean', 'sending', 'several', 'hundred', 'u', 'troop']",3,0
"['story', 'supposed', 'hear', 'see', 'life', 'syrian', 'rebel', 'cameraman', 'yasser', 'aljumaili', 'paid', 'ultimate', 'price', 'released', 'unseen', 'footage', 'syrian', 'rebel', 'syria', 'last', 'assignment']",3,0
"['development', 'another', 'embarrassing', 'setback', 'u', 'effort', 'train', 'equip', 'syrian', 'fighter', 'take', 'isil', 'syria']",3,0
"['since', 'jarablus', 'headed', 'west', 'managed', 'take', '17', 'village', 'isil']",3,0
"['fear', 'compete', 'collapse', 'state', 'structure', 'syria', 'could', 'one', 'reason', 'russia', 'talking', 'way', 'could', 'also', 'willingness', 'show', 'russia', 'important', 'substantial', 'player', 'mogherini', 'said']",3,0
"['syria', 'kweires', 'air', 'base', 'besieged', 'isil', 'since', '2013', 'recaptured', 'government', 'force', 'according', 'syria', 'state', 'medium']",3,0
"['turkish', 'military', 'go', '30km', 'inside', 'syria', 'evacuates', 'soldier', 'remains', 'ancestral', 'tomb', 'founder', 'ottoman', 'empire']",3,0
"['intense', 'assault', 'targeted', 'element', 'sent', 'reinforcement', 'region', 'aim', 'prevent', 'clash', 'idlib', 'ensure', 'border', 'security', 'stop', 'migration', 'human', 'tragedy', 'turkey', 'defence', 'ministry', 'said']",3,0
"['syria', 'war', 'seven', 'year', 'watch', 'visual', 'explainer', 'fighting', 'theyre', 'fighting']",3,0
"['whats', 'like', 'syrian', 'sixyearolds', 'sixth', 'year', 'war', 'rouaas', 'story']",3,0
"['one', 'died', 'gunfire', 'past', '15', 'hour']",3,0
"['syrian', 'observatory', 'human', 'right', 'britainbased', 'monitoring', 'group', 'source', 'inside', 'country', 'said', 'following', 'gain', 'homs', 'province', 'centre', 'country', 'aleppo', 'province', 'north', 'isil', 'controlled', 'half', 'country', 'land', 'area']",3,0
"['turkish', 'force', 'syrian', 'rebel', 'ally', 'cross', 'syrian', 'border', 'shortly', 'president', 'recep', 'tayyip', 'erdogans', 'communication', 'director', 'said', 'turkey', 'look', 'begin', 'military', 'intervention', 'kurdishled', 'force', 'northeast', 'syria']",3,0
"['could', 'soon', 'soon']",3,0
"['breaking', 'news', 'gop', 'sen', 'john', 'mccain', 'say', 'congressional', 'rejection', 'resolution', 'authorizing', 'u', 'military', 'force', 'syria', 'would', 'catastrophic']",3,0
"['people', 'feel', 'fear', 'angry', 'hopeless', 'helpless', 'live', 'day', 'day', 'dont', 'think', 'tomorrow']",3,0
"['journey', 'syria', 'bulgaria', 'difficult', 'painful', 'fraught', 'humiliation', 'torment', 'oppression', 'exhaustion']",3,0
"['first', 'time', 'four', 'year', 'hope', 'appears', 'returned', 'thousand', 'ethnically', 'arab', 'syrian', 'believe', 'turkish', 'operation', 'northeast', 'syria', 'grant', 'safe', 'access', 'stretch', 'territory', 'claim']",3,0
"['kremlin', 'said', 'spent', 'almost', '500m', 'military', 'operation', 'syria', 'moscow', 'could', 'earn', 'lot', 'world', 'saw', 'russiamade', 'weapon', 'old', 'new', 'battletested', 'russian', 'air', 'force', 'syria', 'military', 'ground']",3,0
"['â', 'œon', 'balance', 'tragic', 'day', 'united', 'statesâ', 'democratic', 'sen', 'chris', 'coon', 'urge', 'president', 'trump', 'reverse', 'decision', 'pull', 'u', 'force', 'northern', 'syria']",3,0
"['damascus', 'countryside', 'first', 'time', 'year', 'calm', 'prevails']",3,0
"['isil', 'pose', 'serious', 'threat', 'inability', 'arab', 'government', 'fickle', 'european', 'u', 'ally', 'curb', 'contain', 'advance', 'iraq', 'syria', 'given', 'boost', 'groupâ', 'supporter']",3,0
"['shortage', 'disturbing', 'image', 'war', 'syria', 'relatively', 'reach', 'via', 'listening', 'post']",3,0
"['kurdistan', 'kind', 'dream', 'ancient', 'one', 'float', 'across', 'city', 'valley', 'crumbling', 'souk', 'oil', 'field', 'stretched', 'across', 'four', 'nation', 'night', 'little', 'delusion', 'others', 'nightmare', 'anger', 'stone', 'thrown', 'turkish', 'police', 'teenager', 'cannot', 'understand', 'language', 'betrayal', 'west', 'memory', 'saddam', 'hussein', 'terrible', 'vengeance', 'body', 'lining', 'street', 'halabja', 'quiet', 'end', 'mahabad', 'â', 'small', 'factor', 'great', 'game', 'end', 'world', 'war', 'nightmare', 'islamic', 'state', 'iraq', 'levant', 'isil', 'across', 'mountain', 'one', 'know', 'dream', 'end', 'force', 'sweeping', 'across', 'middle', 'east', 'pull', 'community', 'iraq', 'syria', 'turkey', 'iran', 'apart', 'kurd', 'still', 'dreaming', 'dream']",3,0
"['shamima', 'begum', 'said', 'regret', 'going', 'syria', 'said', 'caliphate', 'want', 'come', 'home', 'child']",3,0
"['task', 'presented', 'defence', 'ministry', 'armed', 'force', 'completely', 'fulfilled']",3,0
"['would', '7yearold', 'child', 'said', 'want', 'die', 'rebelheld', 'syria', 'thats', 'reality']",3,0
"['man', 'led', 'un', 'throughout', 'syrian', 'war', 'final', 'week', '10year', 'term', 'via', 'talk', 'al', 'jazeera']",3,0
"['aid', 'convoy', 'wednesday', 'afternoon', 'started', 'heading', 'madaya', 'zabadani', 'mouadamiya', 'alsham', 'near', 'damascus', 'village', 'alfoua', 'kefraya', 'idlib', 'province', 'northwest', 'five', 'location', 'named', 'un']",3,0
"['chief', 'staff', 'kevin', 'sweeney', 'latest', 'leave', 'u', 'defence', 'department', 'president', 'trump', 'announced', 'u', 'force', 'would', 'leave', 'syria']",3,0
"['isnt', 'who', 'wrong', 'right', 'people', 'bleeding', 'dying', 'made', 'orphan', 'every', 'day']",3,0
"['map', 'split', 'numerous', 'political', 'faction', '30', '40', 'million', 'ethnic', 'kurd', 'live', 'turkey', 'syria', 'iraq', 'iran']",3,0
"['syriaturkey', 'tension', 'intensifies', 'greek', 'pm', 'increase', 'border', 'security', 'illegal', 'entry', 'tolerated']",3,0
"['entered', 'jarablus', 'alrai', 'moving', 'dabiq']",3,0
"['conductor', 'valery', 'gergiev', 'supporter', 'russian', 'president', 'vladimir', 'putin', 'travelled', 'orchestra', 'palmyra', 'city', 'recaptured', 'islamic', 'state', 'march']",3,0
"['russia', 'want', 'ensure', 'many', 'kurdish', 'area', 'possible', 'returned', 'assad', 'regime', 'become', 'reintegrated', 'syria']",3,0
"['abu', 'niyan', 'told', 'investigator', 'following', 'order', 'received', 'isil', 'syria', 'saudi', 'interior', 'ministry', 'said']",3,0
"['opinion', 'intense', 'yearlong', 'u', 'campaign', 'little', 'impact', 'would', 'expect', 'handful', 'new', 'british', 'sortie', 'make', 'difference', 'kenan', 'malik', 'londonbased', 'writer', 'lecturer', 'broadcaster', 'writes', 'al', 'jazeera']",3,0
"['breaking', 'news', 'clothing', 'soil', 'sample', 'collected', 'august', '21', 'chemical', 'weapon', 'attack', 'syria', 'tested', 'positive', 'sarin', 'uk', 'prime', 'minister', 'office', 'say']",3,0
"['islamic', 'state', 'worth', 'joining', 'say', '31yearold', 'returnee']",3,0
"['least', '150', 'u', 'soldier', 'entered', 'kurdishcontrolled', 'territory', 'northeastern', 'syria', 'government', 'official', 'news', 'agency', 'reported']",3,0
"['14000', 'iraqi', 'fleeing', 'offensive', 'isil', 'mosul', 'crossed', 'border', 'syria', 'source', 'tell', 'al', 'jazeera']",3,0
"['palestinian', 'say', 'israel', 'severely', 'curtailed', 'gas', 'supply', 'occupied', 'gaza', 'strip', 'winter', 'fueling', 'major', 'disruption', 'ordinary', 'life', 'family', 'exacerbating', 'harsh', 'impact', 'cold', 'weather']",3,0
"['first', 'time', 'kurdish', 'force', 'publicly', 'acknowledged', 'withdraw', 'border', 'saying', 'coordinated', 'american']",3,0
"['islamic', 'state', 'iraq', 'levant', 'isil', 'released', '22', 'assyrian', 'christian', 'abducted', 'along', '200', 'others', 'syria', 'last', 'february', 'al', 'jazeera', 'learnt']",3,0
"['family', 'shamima', 'begum', 'joined', 'islamic', 'state', 'aged', '15', 'say', 'plan', 'challenge', 'decision', 'strip', 'uk', 'citizenship']",3,0
"['donald', 'j', 'trump', 'struck', 'blow', 'evil', 'congratulate', 'say', 'fareed', 'zakaria', 'syria', 'airstrikes']",3,0
"['story', 'conflict', 'syria', 'explained', 'beginning']",3,0
"['nada', 'fedulla', 'brought', 'syria', 'indonesia', 'father', 'join', 'islamic', 'state', 'group', 'doesnt', 'know', 'shell', 'able', 'return', 'home']",3,0
"['american', 'force', 'area', 'concerned']",3,0
"['presence', 'american', 'flag', 'along', 'insignia', 'terror', 'organisation', 'called', 'ypg', 'convoy', 'seriously', 'saddened', 'u']",3,0
"['rebel', 'loss', 'aleppo', 'mean', 'transformation', 'course', 'war', 'across', 'syria']",3,0
"['donald', 'j', 'trump', 'position', 'syria', 'changed']",3,0
"['assigned', 'investigate', 'instead', 'fled', 'syria', 'became', 'wife', 'watch', 'anderson', 'cooper', '360', 'learn', '8', 'pm', 'et', 'tonight']",3,0
"['miss', 'home', 'smell', 'food', 'everything', 'different']",3,0
"['solution', 'take', 'long', 'time', 'incur', 'heavy', 'price']",3,0
"['guy', 'unhappy', 'war', 'drink', 'sick', 'disabled', 'state', 'pay', 'attention', 'course', 'tremendous', 'pain']",3,0
"['world', 'watching']",3,0
"['fled', 'war', 'syria', 'live', 'peace', 'people', 'started', 'calling', 'terrorist', 'hurtful', 'make', 'angry', 'people', 'telling', 'lie']",3,0
"['netanyahu', 'made', 'statement', 'without', 'offering', 'specifs', 'support', 'allegation']",3,0
"['battle', 'aleppo', 'final', 'goodbye', 'city', 'siege', 'syria']",3,0
"['complicated', 'might', 'think']",3,0
"['effort', 'save', 'life', 'dangerous', 'place', 'earth', 'aweinspiring', 'merit', 'deepest', 'respect', 'peace', 'focus', 'invisible', 'effect', 'violence', 'trauma', 'glory', 'damage', 'structureculture', 'word', 'iconic', 'become', 'positively', 'obscene', 'syria', 'run', 'icon', 'syria', 'pain', 'barometer', 'measurement', 'hamid', 'dabashi']",3,0
"['elham', 'never', 'imagined', 'shed', 'see', '8yearold', 'daughter', 'beaten', 'riot', 'police', 'europe', 'aleppo', 'came', 'death', 'syria', 'look', 'happened', 'u', 'hundred', 'refugee', 'involved', 'violent', 'scene', 'hungaryserbia', 'border', 'wednesday', 'trying', 'break', 'razorwire', 'fence', 'hungary', 'made', 'illegal', 'enter', 'country', 'without', 'permission']",3,0
"['dont', 'add', 'fuel', 'fire', 'protester', 'take', 'street', 'london', 'madrid', 'calling', 'government', 'get', 'involved', 'syria']",3,0
"['dont', 'want', 'see', 'u', 'dragged', 'another', 'war', 'syria', 'kid', 'country', 'cannot', 'afford', 'go', 'college', 'infrastructure', 'collapsing', '28', 'million', 'american', 'health', 'insurance', 'sen', 'bernie', 'sander', 'warned', 'focus', 'america', 'problem', 'work', 'foreign', 'ally']",3,0
"['people', 'attend', 'mosque', 'local', 'said', 'run', 'peaceful', 'people', 'first', 'responder', 'told', 'u', 'find', 'weapon', 'amidst', 'rubble']",3,0
"['bernie', 'sander', 'talk', 'syria', 'youre', 'talking', 'quagmire', 'quagmire', 'demdebate']",3,0
"['13yearold', 'boy', 'outside', 'train', 'station', 'police', 'dont', 'like', 'syrian', 'serbia', 'hungary', 'macedonia', 'greece', 'please', 'help', 'syrian', 'stop', 'war', 'wont', 'want', 'go', 'europe', 'stop', 'war', 'syria']",3,0
"['ask', 'god', 'help', 'u', 'annihilate', 'peace', 'focus', 'invisible', 'effect', 'violence', 'trauma', 'glory', 'damage', 'structureculture', 'thousand', 'civilian', 'hundred', 'fighter', 'fled', 'village', 'baghouz', 'isilâ', 'last', 'enclave', 'syria', 'ready', 'fight', 'end', 'peace', 'focus', 'invisible', 'effect', 'violence', 'trauma', 'glory', 'damage', 'structureculture', 'like', 'witness', 'firsthand', 'collapse', 'islamic', 'state', 'caliphate', 'syria', 'peace', 'focus', 'invisible', 'effect', 'violence', 'trauma', 'glory', 'damage', 'structureculture', 'killed', 'creature', 'iranian', 'information', 'minister', 'mohammed', 'javad', 'azarijahromi']",3,0
"['well', 'know', 'saudi', 'want', 'u', 'stay', 'maybe', 'youre', 'going', 'pay']",3,0
"['much', 'country', 'ruin', 'million', 'syrian', 'fled', 'abroad', 'population', 'deeply', 'traumatised', 'war', 'one', 'thing', 'certain', 'rebuilding', 'syria', 'war', 'end', 'lengthy', 'extremely', 'difficult', 'process']",3,0
"['family', 'friend', 'urged', 'let', 'go', 'body', 'let', 'take', 'cemetery', 'safe', 'go', 'outside', 'wasnt', 'ready']",3,0
"['hoda', 'muthana', 'born', 'u', 'went', 'syria', 'become', 'propagandist', 'say', 'regret', 'action', 'want', 'return']",3,0
"['world', 'watching', 'world', 'doesnt', 'anything', 'bana', 'alabed', 'say']",3,0
"['age', '19', 'hoda', 'muthana', 'hoover', 'alabama', 'traveled', 'syria', 'join', 'isi', 'five', 'year', 'later', 'muthana', 'say', 'regret', 'want', 'return', 'united', 'state']",3,0
"['war', 'cannot', 'create', 'anything', 'misery', 'weapon', 'bring', 'nothing', 'death', 'pope', 'francis']",3,0
"['hashtags', 'aleppoisburning', 'makefacebookred', 'thousand', 'social', 'medium', 'user', 'pledge', 'deactivate', 'facebook', 'account', 'turn', 'profile', 'photo', 'red', 'effort', 'draw', 'attention', 'syrian', 'government', 'offensive', 'aleppo']",3,0
"['age', '19', 'young', 'woman', 'hoover', 'alabama', 'traveled', 'syria', 'join', 'isi', 'five', 'year', 'three', 'husband', 'later', 'say', 'regret', 'begging', 'return', 'u']",3,0
"['dont', 'country', 'dont', 'paper', 'dont', 'anything']",3,0
"['qatar', 'support', 'nusra', 'front', 'syria', 'support', 'terrorist', 'organisation']",3,0
"['house', 'lived', 'dignity', 'syrian', 'across', 'wartorn', 'country', 'tell', 'al', 'jazeera', 'account', 'fouryear', 'war', 'changed', 'life']",3,0
"['israel', 'risk', 'becoming', 'â', 'œapartheidâ', 'state', 'exclusive', 'interview', 'mehdi', 'hasan', 'speaks', 'former', 'israeli', 'prime', 'minister', 'ehud', 'olmert']",3,0
"['israel', 'risk', 'becoming', 'â', 'œapartheidâ', 'state', 'exclusive', 'interview', 'mehdi', 'hasan', 'speaks', 'former', 'israeli', 'prime', 'minister', 'ehud', 'olmert']",3,0
"['isil', 'lost', 'contact', 'outside', 'world']",3,0
"['coalition', 'deepest', 'condolence', 'go', 'member', 'sdf', 'family']",3,0
"['difficult', 'worth', 'returning', 'visiting', 'nation', 'happiness']",3,0
"['baghdadis', 'health', 'status', 'unknown', 'iraqi', 'military', 'say']",3,0
"['shamima', 'begum', 'fled', 'syria', 'aged', '15', 'want', 'overturn', 'decision', 'revoke', 'uk', 'citizenship']",3,0
"['important', 'thing', 'settle', 'syrian', 'civil', 'war', 'bombing', 'air', 'going', 'help', '']",3,0
"['united', 'nation', 'warned', '13', 'million', 'people', 'yemen', 'facing', 'starvation', 'say', 'could', 'become', 'worst', 'famine', 'world', '100', 'year', 'international', 'correspondent', 'orla', 'guerin', 'report', 'crisis']",3,0
"['target', 'civilian', 'turn', 'would', 'target', 'holy', 'area']",3,0
"['dozen', 'reported', 'dead', 'suicide', 'bomber', 'hit', 'two', 'central', 'mosque', 'used', 'houthi', 'shia', 'muslim', 'yemeni', 'capital', 'sanaa']",3,0
"['collective', 'trauma', 'physical', 'emotional', 'visited', 'upon', 'country', 'child', 'unprecedented', 'scale', 'yemen', 'health', 'system', 'decimated', 'war']",3,0
"['sleep', 'without', 'blanket', 'bear', 'cold', 'weather', 'family', 'cannot', 'live', 'without', 'food']",3,0
"['one', 'day', 'woke', 'found', 'living', 'rubble', 'remembering', 'shujayea', 'one', 'neighbourhood', 'ravaged', 'gaza', 'war', 'resident', 'struggle', 'rebuild', 'shattered', 'life']",3,0
"['completely', 'destroyed', 'ive', 'lost', 'leg', 'ive', 'lost', 'job', 'cant', 'leave', 'gaza', 'siege', 'side', 'want', 'least', 'one', 'artificial', 'limb', 'feel', 'like', 'normal', 'person']",3,0
"['returned', 'gaza', 'find', 'child', 'talked', '10', 'year', 'ago', 'here', 'young', 'adult', 'via', 'rewind']",3,0
"['lost', 'house', 'war', 'dont', 'want', 'remember', 'house', 'eightyearold', 'aisha', 'say', 'wish', 'would', 'die', 'go', 'mother']",3,0
"['around', '4000', 'palestinian', 'need', 'leave', 'gaza', 'urgent', 'medical', 'treatment', 'cant', 'siege']",3,0
"['sleep', 'graf', 'top', 'dead', 'people', 'kid', 'wake', 'terrified', 'night', 'shouting', 'save', 'save', 'gazans', 'forced', 'live', 'among', 'dead']",3,0
"['held', 'new', 'key', 'hand', 'moment', 'felt', 'relieved', 'happy', 'wanted', 'give', 'key', 'wife', 'show', 'house', 'everything']",3,0
"['calm', 'gaza', 'many', 'many', 'decade']",3,0
